8.296888677358504882e-01,2.230828406022434818e-01
4.301346279471185419e-01,5.516157494766893432e-01
3.681159202977751788e-01,6.371779805155024512e-01
2.189812050079118499e-01,7.635839132610480195e-01
1.226637276876786364e-01,2.278555424210644276e-01
8.325267670709282086e-01,4.121131791685604950e-01
1.304495794904894090e-01,9.566745634375571905e-01
5.666441991445780868e-01,8.597984865229217899e-01
6.901894077296236718e-01,3.911474793568624486e-01
5.945525897716444907e-01,7.996162253206534620e-01
6.197522816329393835e-01,5.265406507479941656e-02
3.730249609822711143e-02,8.820836579197698368e-01
8.275425993289386994e-01,4.196296494832376656e-01
1.772510123393942205e-01,6.447355879654770305e-01
3.113076376408657753e-01,7.852374108744392123e-01
2.062150736161251219e-01,3.941549059715103720e-01
3.070286293160401359e-01,2.004779247159885758e-01
1.999461041400061312e-01,2.547505864297298084e-01
8.835714042373684629e-01,4.384258681772440491e-01
8.905934201569800646e-01,8.157490828611929645e-01
3.399229967441365075e-01,1.858301695326519676e-01
2.869941398890276663e-01,8.137831515433469054e-01
1.161622604019306726e-01,2.413526748107958086e-01
1.473500336512572062e-01,3.491078680068807616e-01
5.713709514317193428e-01,2.929819841579345274e-01
6.433611687958543657e-01,5.412102025014055018e-01
9.213860581190747023e-02,7.518680888121948014e-01
8.998330324619407961e-01,6.892753626356596941e-01
1.816589932929830731e-01,8.238899276115112524e-01
6.748928974389611923e-01,6.765360333963966744e-01
7.482072552081789896e-01,2.510291805591691183e-01
8.652866768265552455e-01,8.804259532478847516e-01
7.579260229927494708e-01,6.810832730810481017e-01
8.454285419093021670e-02,9.417796366111377271e-01
3.830099293082648293e-01,3.223260982183753232e-01
4.968994086613270911e-01,1.526927013003942513e-02
2.230691784340628203e-01,2.126265418422456088e-01
3.781912778190886781e-01,3.070278684841575290e-01
6.252122422536916524e-01,9.231860942549013904e-01
4.214705360460119232e-01,3.288839804939737155e-01
3.798465800593295860e-01,9.012094643909677183e-01
4.553491347085070196e-01,3.932312201589120981e-01
6.157182133662365553e-01,7.225741386183474058e-01
6.934873676164661216e-01,8.387286709544762298e-01
5.532265003755831856e-02,5.720684141058258732e-01
4.824669107406465152e-01,3.363371695038975817e-01
7.987248386959697743e-01,1.002483805001570527e-01
1.172780009744337493e-01,9.127750252384388974e-01
1.413852943586823008e-01,9.720266466981795084e-01
6.958944082751109539e-01,7.152522976882338401e-01
9.090995499604747065e-01,6.591780721987102742e-01
2.367767292285400949e-01,1.333149446920719461e-01
1.997045043418774757e-01,4.177914768859281036e-02
7.456524447237463660e-01,9.234499416300960828e-01
8.426062660791433512e-02,3.089099960775210096e-01
7.810537894588657215e-01,4.812616533272315866e-01
3.962139079595786706e-01,5.600934173687274198e-01
5.938977089648234120e-01,9.982890736911509411e-02
4.509595900322677098e-01,7.001047971547247339e-01
8.448113142697544209e-01,3.136281430526390857e-01
7.972720556080589160e-01,1.155970455106628547e-01
4.499715505978947316e-01,9.782790208870821846e-01
1.257497981134259035e-01,7.962430441081915777e-01
7.035499447025447273e-01,6.637513037328749421e-01
2.456154106951768945e-01,9.146851421331078091e-01
5.017869583052089189e-01,1.318709981390242536e-01
2.152712745699092434e-02,7.477354043718189569e-01
1.387040866263171690e-01,6.914932685243524446e-02
6.163136475121079316e-01,4.124897728914933559e-02
1.547917075042684054e-01,6.771532016503872820e-01
2.568773819729145425e-01,9.874578696862378324e-01
4.711209395801333466e-01,5.079378879377336453e-01
1.219161501787553448e-01,5.201571739829876639e-01
9.978493053876477115e-01,7.502530423845709118e-01
9.955088678087491427e-01,3.828928861677539652e-01
5.974146320873792160e-01,8.446509074813259854e-01
9.231064903296321011e-01,8.589370783226331074e-01
9.039734429760021284e-01,5.032398335718067939e-01
9.601506545113942526e-01,1.246967705981457675e-01
1.235825295304830984e-01,3.142716065943224057e-01
9.280890111173930590e-01,5.405779393583300951e-01
3.421855470857306791e-01,6.113211033466913191e-01
3.089089420244132134e-01,9.872994535856599585e-01
2.002876630664945923e-01,8.236988889570722172e-01
7.727320092195599788e-01,9.379874239753694942e-01
5.157628462038155170e-02,9.788542667006406850e-01
7.539386460925112665e-02,3.734222866155320064e-01
2.381997588071000926e-01,2.204281285538325363e-01
4.079453466788290905e-01,5.528399188189087043e-01
6.765456570268451042e-01,8.663428822781541472e-01
4.731155666397064419e-01,8.387850977849278244e-01
9.126349592832015967e-01,4.246858620282534247e-01
3.162479906200983404e-01,4.148693883756384704e-01
4.545241095864693825e-02,2.602693469158929851e-01
4.959858764336319004e-01,7.655730059792668074e-01
6.920639174253765402e-01,6.603555347868378389e-01
7.750523488786759119e-01,8.442082568852852242e-01
8.537837278124991158e-01,2.534388043738984297e-01
1.326922083999549917e-01,4.783287953351811339e-01
7.443433958557045260e-01,7.319162608015963301e-01
7.237753931110139094e-01,5.825577233835234070e-01
2.222108084403201511e-01,2.295903962869055848e-01
1.805514604597474593e-01,9.094783196451630136e-01
5.431662895425974913e-01,8.645674367398052951e-01
2.439398639709861039e-01,7.260232487673442536e-01
5.905298267939219636e-01,7.847936631084041492e-01
8.387003470528364701e-02,6.626687224162632894e-01
3.607158728996591179e-01,2.946890373792047102e-01
9.526096682890790035e-01,4.255637814841579658e-01
4.408376256544030980e-01,2.097791493688594411e-02
6.160630009022557418e-01,5.113151907325960144e-01
2.577437818214074472e-01,9.449942352107334465e-01
2.625584811637738936e-01,1.495576795442609130e-01
5.448005410160478013e-01,6.800825481526525662e-01
2.092279712550496606e-01,2.422077106046787165e-01
8.636676924051357451e-01,5.660383592231390537e-01
8.639952661851058036e-02,8.614919988498201953e-01
7.169354896468950189e-01,2.771633621327498354e-01
1.242593036815592411e-01,1.496685979397084365e-01
6.702469323924235001e-01,8.001962422584996126e-03
5.775066399785416804e-01,9.552642881405715158e-01
9.727615877054143212e-01,1.121065026114709262e-01
3.725313407100732110e-01,5.837907663239703115e-01
1.336029032611467660e-01,6.395200285279588615e-01
2.773951751084036133e-02,8.373466236650862760e-01
5.342328862043217441e-01,2.227024997977700149e-01
2.298953452112639795e-01,9.117052422942641954e-01
7.304706962776278401e-01,6.606964243856515706e-01
4.667373870478589426e-01,8.776707484126243797e-01
1.552095155121048231e-01,7.687435056066969086e-01
5.288960177156308839e-01,1.049225366859096731e-01
5.180167330774251289e-01,3.398208970717098154e-01
5.458889963946186308e-01,7.577817269214360829e-01
1.089345149549753033e-01,4.671539784989938715e-01
4.907379966182400244e-01,8.007019769581669166e-02
7.403198286371314163e-01,3.848630669549384375e-01
2.233407766157077257e-01,7.623801091074060565e-01
3.907405067325248060e-01,2.823503533133087107e-01
2.752154399540016616e-01,4.050636608709631270e-01
1.499700162307793239e-02,6.526573015801830913e-01
3.986156062371931652e-01,6.329991742580329817e-01
1.459400575262604915e-01,5.738143033574373275e-01
9.201719461640015529e-01,1.003097057966988448e-01
9.923283353005161178e-01,6.878545224095944377e-01
9.759736438626220867e-02,1.828791614155337308e-01
5.060103364053157859e-01,7.586066942883283870e-01
5.569208152058159333e-01,5.395630671391976607e-01
3.111601423371676001e-01,6.948641706129560225e-01
4.389382985544716398e-01,9.709197362049923896e-01
3.197712013225315619e-01,6.210994031751250199e-01
3.383609573904019507e-01,5.201233950301542563e-02
3.205542696836467531e-01,1.358888153968045298e-01
8.373038083431618706e-01,6.974289369797930238e-01
8.796464419600100726e-01,4.334756107484447618e-01
1.897255257587413535e-01,8.682107060081712957e-01
6.764090983277325497e-01,6.529492225449007314e-02
6.169771005223343430e-01,3.363428851398471142e-01
3.458491308545519338e-01,1.381715126256946036e-01
2.039074222421192184e-01,1.990481437037392443e-01
8.205686156507721041e-01,1.520559152598854880e-02
5.076424331492398467e-01,9.212365573840641808e-02
1.973419410494302584e-01,3.819784246643761483e-01
1.294639740241879666e-01,5.616991661894018550e-01
3.011858809983377627e-01,6.902247350561936390e-01
4.997924574212520010e-01,5.574345714191984991e-01
3.708356036591033966e-01,7.446910813312784816e-01
4.183339877106236893e-01,2.108672622491890580e-01
1.362945785313879332e-01,7.139481762056092418e-01
8.159400015448530219e-01,2.550984411124586071e-01
8.854163477823944195e-01,2.987897780816268778e-01
1.446325989424939173e-01,9.024106785558575483e-01
9.513715221344322126e-01,8.062538068942273206e-01
3.840729376537675988e-01,8.497953787778681489e-01
1.952438366172958295e-01,2.076814648345350900e-01
5.293713294825272975e-01,2.163551006523638520e-01
3.315042305006394852e-01,8.718666547528943767e-01
7.167300447030483523e-01,2.038040972042185484e-01
6.501093957442098947e-01,1.827262911241109844e-01
6.372401373796976465e-01,3.042744287498996281e-01
4.072096671374225707e-01,7.121831491977935746e-01
5.951281136723293175e-01,7.000017725747861297e-01
9.795663109623349296e-01,8.708184047932618910e-01
3.762994851473752123e-01,7.792833867068877929e-01
9.717654600377829688e-01,3.851728415452478904e-01
7.040176856092007496e-01,1.038837715111785576e-01
8.786083697193174391e-01,3.429674328591277854e-01
3.685615281880042504e-01,6.523074118856398984e-01
7.462510649303140120e-01,1.957105915142860475e-01
7.105578133267747010e-01,5.401871621500186071e-01
4.791705322397683542e-01,2.758763958814355322e-01
4.300163126513806278e-01,5.496617222236173106e-01
8.611441148439881177e-01,4.519842700662228818e-01
1.113375874320808867e-01,6.685940905124878597e-01
6.503929035823944327e-01,5.081555134121797934e-01
4.583178960797749113e-01,6.457644988597430746e-01
7.253576784484667694e-01,1.248868074892371949e-01
7.929161093162295781e-02,7.459163987012706887e-01
4.364283866351124086e-01,3.618480607384840786e-01
2.017177521973816390e-01,4.911188971459612418e-02
3.647527856508209210e-01,9.750335981690916309e-01
8.693216284838392038e-01,5.619954381406522259e-02
5.472611389121736503e-01,6.354425316302281246e-02
7.964841590499134316e-01,9.921703591305297554e-02
9.050124064224802645e-01,9.876995468497296038e-01
8.704284728145732508e-01,1.192421344272316386e-01
1.618228036327445940e-01,3.805792586794553012e-01
4.879493603027139637e-01,9.332943950827182755e-01
1.392046499744701293e-01,3.611237105846413220e-01
2.837394508760578971e-01,2.220045077486124674e-01
4.721601518816830323e-01,9.099330655168504922e-01
7.700328450172263528e-01,5.531924573400519574e-01
8.169592324037476816e-01,1.744927373013805960e-01
6.830155875780550279e-01,8.422745285434831697e-01
4.116287057405298988e-01,3.545268538897843325e-01
6.456445174039465718e-01,3.842813894690657595e-01
3.842352178370838089e-01,8.744898479807460268e-01
2.525297635139376329e-01,7.340931915148468656e-01
9.463258010738748727e-01,7.845973753919672777e-01
6.949319072835237199e-01,8.293208325504068945e-01
2.876357200415707860e-01,8.878244506791720392e-01
1.441827562662193474e-01,4.950952518643336742e-01
8.267069911117026493e-01,7.716355114610795596e-01
9.921776797302064299e-01,8.610078108458711910e-01
3.463338145611517538e-01,9.249948228355944213e-01
5.641273530356050170e-02,8.602580621424447127e-01
1.354006542933474666e-01,7.764203604301148642e-01
5.797074392962631162e-02,3.962501007378453899e-01
9.263825508682999033e-01,4.673836933920757497e-01
5.250326490197593232e-01,1.633205066126679483e-01
8.237637501404115881e-02,7.637008764652768456e-01
5.157842369195549947e-01,9.985606367464543442e-01
7.633881532394267699e-01,9.733564857731943354e-01
6.585381479411426264e-01,2.867547831447273543e-01
5.537765291596647987e-01,5.597395138294368744e-01
6.610797787341767817e-01,5.306074130834346203e-01
6.495929829724023108e-04,8.551074543377897852e-01
4.515073706758263583e-01,8.692894108847259993e-01
7.462256474655257765e-01,1.963530493117969788e-01
9.338911342090001622e-01,6.936256123307316113e-02
7.818116267300332378e-01,1.712208444264051721e-01
9.698539077105647888e-01,4.336019480178771035e-01
4.881896013583484351e-01,5.185120757292207561e-01
8.764106298362641656e-01,7.861858598173571133e-01
3.892588205759077713e-01,3.816439564371462145e-01
1.466102452342088469e-02,7.947637780052179135e-01
5.629273266676103615e-01,3.484463629412681840e-03
5.842777382992847546e-01,7.554034719122402208e-01
7.555868281704116729e-01,5.162293523399030803e-03
9.578458210650160343e-01,8.567142874346730386e-01
